,stype,id,uname,content,time,v2_up_count
244,8980904,6845101667120697962,浪花崽,吴昕加油,40137,7
245,8980904,6849258555519619839,,为了姐姐们开了会员啊啊啊要是我40岁也能像他们一样好的状态就棒棒了哈哈哈,40837,
246,8980904,6845145505852068217,演技派,小雨冲冲冲,41957,12
247,8980904,6845239947888188543,,王霏霏加油,41000,6
248,8980904,6845816830716341148,,加油吧姐姐们,41000,2
249,8980904,6845402636954636249,,快快快，发热中,41150,1
250,8980904,6847698296977325077,,啊啊啊啊啊啊静静子,41373,
251,8980904,6845099798809916466,拎包妹,第一,41261,6
252,8980904,6845100378630504226,,看了节目，喜欢许飞，黄龄，阿朵,42072,16
253,8980904,6845099811694818417,,万茜万茜万茜万茜万茜万茜万茜万茜我来啦！,42998,7
254,8980904,6845155869608183942,浪花崽,来了来了,42244,5
255,8980904,6845113057374012487,说唱bro,姐姐们冲鸭！！！,42000,2
256,8980904,6845529656317675074,,昕昕，为你而来，加油💪,42000,1
257,8980904,6845099717205537417,,为啥是标清啊,42382,3
258,8980904,6845398908923021571,,静静子！宁静的夏天！,43000,22
259,8980904,6845609031608417646,,这文案总是吸引我,43528,7
260,8980904,6845122386043023860,最强舞担,辰辰子冲冲冲,43195,5
261,8980904,6846740197146565452,,昕昕加油!!!!!,43615,1
262,8980904,6845099700025668137,,姐姐们来了,43683,5
263,8980904,6845099450917563633,,哇，准时了,43209,5
264,8980904,6845157226817853086,说唱bro,霏佳给我冲鸭！！！！！！！！,44922,15
265,8980904,6845099502457171430,,yeah!可以看了,44701,5
266,8980904,6845868189935384998,,万茜我来了,44116,3
267,8980904,6846903251285081593,,上课开始可是可是,44899,1
268,8980904,6845385014703814058,,姐姐们冲呀,44000,2
269,8980904,6847404723077450264,,昕姐加油＾０＾~,44701,
270,8980904,6845099579766583178,,VIP的寂寞,45528,15
271,8980904,6846154960607150473,,兰花草出道！！,45359,8
272,8980904,6845211772902646405,,万茜,45541,11
273,8980904,6847499796473677052,浪花崽,含韵姐姐加油💪,45000,5
274,8980904,6847851949433060225,,张雨绮爱了爱了,45000,1
275,8980904,6845099438032661689,,来了来了,45000,5
276,8980904,6845100193946909728,,宁静姐姐加油呀,46543,22
277,8980904,6848245308308638928,,好喜欢姐姐这档节目的文案,46000,1
278,8980904,6845323042620675900,实力唱将,我来啦我来啦姐姐们冲呀,46000,5
279,8980904,6845101194674293700,,进度条太感人了,46135,9
280,8980904,6848043891521833648,,浪花来了，喜欢张含韵,46004,1
281,8980904,6845541729470767686,,真的没她镜头了吗,46622,1
282,8980904,6845346166724611929,,张含韵好,47000,10
283,8980904,6845100859666843314,,郁可唯我爱你,47000,9
284,8980904,6845232328616182965,太后驾到,加油💪姐姐们,47000,8
285,8980904,6849977631830127435,,张含韵我爱你！！！,47987,5
286,8980904,6845418498268871353,最强舞担,王霏霏给我冲,47808,7
287,8980904,6854690138673085488,,宁静更适合当RL,47627,
288,8980904,6845108530478462512,跟班小弟,我不好横吗？,48809,11
289,8980904,6845099815989785738,,万茜冲鸭！！！,48132,9
290,8980904,6845099751565275958,,姐姐们我来了,48699,3
291,8980904,6845128639515435518,听姐姐的,金晨我来了,48887,8
292,8980904,6845819381926918312,,张雨绮真性感真好,48139,2
293,8980904,6845223313479802617,,爱静姐和小雨,48025,6
294,8980904,6845106443124348247,,来了来了，万茜吴昕加油,49962,12
295,8980904,6845105283483174058,,静姐霸气,49000,16
296,8980904,6845473821742695031,,挺喜欢张含韵的呀,49950,8
297,8980904,6856580486927166140,,宁静的口红色号是我想挑战的,49000,
298,8980904,6845140626769204129,最强舞担,雨绮冲啊！！！,49355,7
299,8980904,6847854217175802557,听姐姐的,美丽的姐姐们来了……,49066,
300,8980904,6845469367861599747,,李斯丹妮，我来啦,50611,15
301,8980904,6845564746200548476,,张雨绮我爱你,50837,6
302,8980904,6845846998566680440,,伊能大小姐什么时候走啊,50000,5
303,8980904,6848223339550854111,,金晨 万茜 霏霏爱你们,50132,3
304,8980904,6845099657075994924,,静静子缇缇子,50856,6
305,8980904,6845941449192705896,,厉害厉害真心佩服,50638,
306,8980904,6845103659985530293,太后驾到,我的小雨呢,51738,15
307,8980904,6845180436821178852,太后驾到,郑希怡冲鸭,51000,9
308,8980904,6845118348773746196,听姐姐的,飞飞子 不管在哪里都最棒！！！！,51000,6
309,8980904,6845951757114234961,,四公都开始了，这怎么还是一公?,51922,2
310,8980904,6845629436998082761,,来了，拎个包来了,51792,
311,8980904,6845099592651485129,,我是第一吗,51677,1
312,8980904,6845197380467201091,,王志唱的不错,52428,13
313,8980904,6845100533249327532,,吴昕昕冲啊啊啊啊啊啊啊,52213,11
314,8980904,6846612701042216022,,孟佳王霏霏我来了,52104,2
315,8980904,6852662463135041296,,wuli丽坤真的进步好多！！舞台惊艳到我！q音打投我来了  ,52000,
316,8980904,6845099584061550485,,我是第一个吗,52665,3
317,8980904,6846393065004472907,,超喜欢郑希怡 ❤️❤️,52000,2
318,8980904,6845420199075922135,,全靠同行衬托的来喽,53488,9
319,8980904,6845323068390479709,,万茜,53947,11
320,8980904,6845102319955729220,,喜欢梦晨的性格,53795,8
321,8980904,6845810259416369916,,含韵姐姐加油哇！,53139,3
322,8980904,6845554300840066206,,张雨绮漂亮,53664,4
323,8980904,6857057928377321859,,伊能静姐姐加油！,53930,
324,8980904,6845099940543837970,,伊能静姐姐还好吗,54243,16
325,8980904,6845210054915723423,,昕昕加油,54675,12
326,8980904,6845117013038910591,太后驾到,姐姐们加油鸭！,54515,4
327,8980904,6845107048714739323,浪花崽,来了,54079,7
328,8980904,6856392689482003507,,白冰喜欢你,54000,
329,8980904,6856252682137784429,,希希子我可以！！！,54000,
330,8980904,6845099627011223714,,怎么没人啊，一个人好寂寞,55430,10
331,8980904,6845415577691107600,太后驾到,小花为你而来,55032,3
332,8980904,6845193128449568076,演技派,萍主子，看了吗？,55000,3
333,8980904,6848196040738654284,,为姐姐打call~,55000,
334,8980904,6846280137429183770,,张萌太可爱了叭,55000,1
335,8980904,6847336252708669483,,来了来了,55616,
336,8980904,6845099682845798841,,李斯丹妮,56000,20
337,8980904,6845250307349337180,听姐姐的,00子 爱你😘,56000,12
338,8980904,6850054713608303639,,梦辰最棒！！！！,56000,4
339,8980904,6845228463145605277,听姐姐的,我特意开个VIP,56209,11
340,8980904,6845898211756857349,,雅雅手皮肤很紧致,56000,3
341,8980904,6845295219822483105,气场强大,纪濛濛，晚上下面起飞了🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆,56422,1
342,8980904,6845100683573183496,,想让王智回来,57647,130
343,8980904,6845526795869449981,,郑希怡、蓝盈莹冲啊,57000,8
344,8980904,6845203294637182208,,今天上班好累，但我还是来了,57674,2
345,8980904,6845099614126321752,,吴昕冲,57410,47
346,8980904,6845104961360625737,,阿俏一起浪吧 看到我了吗,57000,2
347,8980904,6846200220972554199,气场强大,马上就v6了好高兴,57000,1
348,8980904,6845099768745145241,,王智！,58733,20
349,8980904,6845100408695275432,,绮趣蛋冲啊,58979,12
350,8980904,6845126586521058843,最强舞担,王霏霏 孟佳,58000,8
351,8980904,6847744102803827447,,吴昕姐姐，我好喜欢你pai的快乐大本营呀,58000,1
352,8980904,6845100082277759506,听姐姐的,姐姐我来啦！！！！！！！,58000,5
353,8980904,6845605333641568763,,吴昕加油＾０＾~,58801,1
354,8980904,6845100833897039434,,伊能静赶紧淘汰吧,59000,41
355,8980904,6845154014182306910,最强舞担,金晨金晨冲冲冲,59135,22
356,8980904,6845539818210317425,,期待姐姐们的精彩表现,59974,3
357,8980904,6845100786652398991,,表白霏霏！！！！！！,59440,13
358,8980904,6845293450295952181,听姐姐的,为了姐姐们冲的会员 冲冲冲！,59000,1
359,8980904,6848750628391570897,,喜欢吴昕吴昕吴昕(/≧▽≦/),59491,
360,8980904,6845906702907218542,太后驾到,吴昕！吴昕！！！,60861,3
361,8980904,6845165026478483334,听姐姐的,来了,60068,2
362,8980904,6845099777335079873,,守着点刷新出来的~,60680,2
363,8980904,6867023072867346544,,浪里个浪，我金姐靓,60000,
364,8980904,6845101821739521117,,会员错付了,60000,1
365,8980904,6846286296412295291,,萌姐跳舞很棒啊,60830,
366,8980904,6846562772047322315,,果然女人更爱女人，张雨绮，我在法国排队爱你❤,61767,4
367,8980904,6845099901889132096,,每个人都说得对,61755,5
368,8980904,6845109870508264671,气场强大,留下花钱的痕迹,61057,2
369,8980904,6853418016603266339,,团宠李四蛋！继续slay不要停！！！q音打投搞起来啊姐妹萌 ,61297,
370,8980904,6845441038257267398,,会员快到期了，还要不要续费？,61099,1
371,8980904,6845099773040112541,,来了,61023,2
372,8980904,6845100138112334623,,啊啊啊万茜跳舞了！！！,62861,101
373,8980904,6845814597333344299,,蓝盈莹加油,62019,5
374,8980904,6846202922506986378,,金晨金晨冲冲冲,62000,3
375,8980904,6845235335093299067,气场强大,黄圣依冲呀,62000,4
376,8980904,6852662561919289244,,团宠李四蛋！继续slay不要停！！！q音打投搞起来啊姐妹萌  ,62000,
377,8980904,6845450770653175104,,这是录播节目，现场人选着玩，没我们大众什么事，大家散了吧,62107,2
378,8980904,6845099940543837976,,万茜，这劲，哇哇哇哇,63983,96
379,8980904,6845393514444095586,,万茜！！！,63260,21
380,8980904,6845499067560524459,,万茜✌️,63000,9
381,8980904,6845256449152588982,听姐姐的,琪琪子 茜茜子冲呐 你们俩一定要站C位出道,63000,7
382,8980904,6846363068952829118,,茜茜子c位出道,63591,5
383,8980904,6845109995062316778,最强舞担,加霏猫,63000,9
384,8980904,6845099803104883782,,万海王，妹我来了,64855,46
385,8980904,6845100816717170173,,文案满分,64460,18
386,8980904,6847924341107067049,,遇到任何事，笑总比哭更能解决问题,64000,1
387,8980904,6845101065825274326,,金莎,64099,5
388,8980904,6845530021389895942,,伊能静加油,64211,2
389,8980904,6845864260040296627,,不需要快退这个快捷方式，谁设置的,64355,
390,8980904,6846748125656205798,,芒果的文案是真的好,65050,35
